,id,year_month,value_kwh mean,value_kwh std,value_kwh min,value_kwh max,demand_change_kwh mean,demand_change_kwh std,demand_change_kwh max,demand_change_kwh smooth_max,demand_change_kwh max_savgol,demand_change_kwh min,demand_change_kwh smooth_min,demand_change_kwh min_savgol
9217,729ee1335e036b04c225551b416975e4,2023-02,0.035918,0.057029,0.004,0.671,3.720238e-06,0.070487,0.646,0.2890,0.547257,-0.585,-0.2350,-0.530143
9218,729ee1335e036b04c225551b416975e4,2023-03,0.032449,0.054958,0.004,0.677,2.016129e-06,0.068308,0.650,0.3004,0.549971,-0.652,-0.2814,-0.494086
9219,729ee1335e036b04c225551b416975e4,2023-04,0.032563,0.052908,0.004,0.605,-1.006944e-05,0.068114,0.567,0.2496,0.472057,-0.567,-0.2256,-0.429486
9220,729ee1335e036b04c225551b416975e4,2023-05,0.030490,0.049822,0.004,0.638,1.041667e-05,0.063731,0.594,0.2596,0.517029,-0.632,-0.3102,-0.504371
9221,729ee1335e036b04c225551b416975e4,2023-06,0.031212,0.048168,0.004,0.560,1.527778e-05,0.060982,0.499,0.2546,0.406600,-0.529,-0.2738,-0.432714
9222,729ee1335e036b04c225551b416975e4,2023-07,0.026443,0.037894,0.003,0.778,-5.040323e-06,0.049381,0.701,0.2648,0.424571,-0.729,-0.2552,-0.547543
9223,729ee1335e036b04c225551b416975e4,2023-08,0.028981,0.040611,0.002,0.582,-1.008065e-06,0.050178,0.537,0.2498,0.435886,-0.501,-0.3034,-0.424114
9224,729ee1335e036b04c225551b416975e4,2023-09,0.028744,0.043983,0.003,0.608,3.472222e-06,0.053222,0.484,0.2132,0.421343,-0.578,-0.2702,-0.510543
9225,729ee1335e036b04c225551b416975e4,2023-10,0.030922,0.042457,0.004,0.615,-7.056452e-06,0.055455,0.579,0.2452,0.492886,-0.549,-0.2490,-0.498857
9226,729ee1335e036b04c225551b416975e4,2023-11,0.034117,0.049149,0.004,0.639,6.597222e-06,0.059644,0.611,0.2682,0.527771,-0.603,-0.2584,-0.502286
9227,729ee1335e036b04c225551b416975e4,2023-12,0.035856,0.051748,0.004,0.523,2.947154e-05,0.063198,0.484,0.2324,0.460400,-0.458,-0.2348,-0.432714
9228,72b40535812f109eb95a7d451b437ba8,2023-01,0.091378,0.126575,0.006,0.826,1.579301e-05,0.159666,0.764,0.4608,0.644514,-0.608,-0.3806,-0.674114
9229,72b40535812f109eb95a7d451b437ba8,2023-02,0.078985,0.105353,0.006,1.155,7.440476e-07,0.136455,0.924,0.5636,0.934886,-1.133,-0.5940,-1.007429
9230,72b40535812f109eb95a7d451b437ba8,2023-03,0.074094,0.110008,0.006,1.495,1.680108e-05,0.146953,1.434,0.7030,1.288714,-1.481,-0.6994,-1.260286
9231,72b40535812f109eb95a7d451b437ba8,2023-04,0.068335,0.105417,0.006,1.421,-3.854167e-05,0.141619,1.337,0.5178,1.064514,-1.327,-0.5790,-0.994343
9232,72b40535812f109eb95a7d451b437ba8,2023-05,0.062530,0.095888,0.006,1.017,3.360215e-06,0.127779,0.979,0.6126,0.916029,-0.894,-0.5778,-0.849229
9233,72b40535812f109eb95a7d451b437ba8,2023-06,0.060355,0.067823,0.006,0.745,8.715278e-05,0.089882,0.724,0.2346,0.492743,-0.678,-0.2040,-0.428229
9234,72b40535812f109eb95a7d451b437ba8,2023-07,0.082687,0.087433,0.007,0.894,-6.216398e-05,0.107579,0.834,0.3820,0.506143,-0.833,-0.3130,-0.508829
9235,72b40535812f109eb95a7d451b437ba8,2023-08,0.106009,0.105565,0.007,1.159,4.502688e-05,0.119370,1.112,0.4978,0.877314,-1.135,-0.4944,-0.867400
9236,72b40535812f109eb95a7d451b437ba8,2023-09,0.093069,0.094723,0.007,1.104,6.180556e-05,0.111156,0.841,0.5526,0.796086,-1.067,-0.5700,-0.961657
9237,72b40535812f109eb95a7d451b437ba8,2023-10,0.079385,0.100394,0.007,1.102,2.688172e-05,0.133800,0.980,0.4942,0.824486,-1.047,-0.4850,-0.839486
9238,72b40535812f109eb95a7d451b437ba8,2023-11,0.085839,0.117797,0.007,1.230,-5.694444e-05,0.156485,1.175,0.5512,0.919057,-1.068,-0.4852,-0.974229
9239,72b40535812f109eb95a7d451b437ba8,2023-12,0.086232,0.118380,0.007,1.387,6.518817e-05,0.158025,1.359,0.6540,0.953086,-1.153,-0.6126,-0.915257
9240,72cbd65b00de246e0a613948a0547769,2023-01,0.462434,0.843526,0.006,3.596,1.991935e-03,0.746916,3.012,2.3436,3.208314,-2.767,-1.7868,-2.820743
9241,72cbd65b00de246e0a613948a0547769,2023-02,0.414236,0.783238,0.005,3.544,2.641369e-03,0.725540,2.975,2.3396,3.220314,-2.768,-1.8514,-2.394257
9242,72cbd65b00de246e0a613948a0547769,2023-03,0.354657,0.716166,0.006,3.572,-6.908602e-04,0.744978,3.006,2.3154,3.182943,-3.317,-2.1212,-3.431171
9243,72cbd65b00de246e0a613948a0547769,2023-04,0.354480,0.633522,0.006,3.113,-8.239583e-04,0.685965,2.929,2.3066,3.186600,-2.782,-1.7674,-2.622914
9244,72cbd65b00de246e0a613948a0547769,2023-05,0.241554,0.518806,0.007,3.015,-6.928763e-04,0.633967,2.963,2.3180,3.201000,-2.710,-2.1336,-2.785600
9245,72cbd65b00de246e0a613948a0547769,2023-06,0.174911,0.381324,0.007,2.960,-7.986111e-04,0.472134,2.929,1.9212,3.145771,-2.532,-1.7046,-2.702029
9246,72cbd65b00de246e0a613948a0547769,2023-07,0.152485,0.346151,0.000,3.016,2.295027e-04,0.424852,2.983,2.2038,3.291514,-2.506,-1.7126,-2.471371
9247,72cbd65b00de246e0a613948a0547769,2023-08,0.125280,0.310212,0.007,2.980,-8.770161e-05,0.371849,2.958,2.3222,3.280800,-2.452,-1.8674,-2.761943
9248,72cbd65b00de246e0a613948a0547769,2023-09,0.125314,0.332042,0.007,2.999,4.083333e-04,0.401789,2.978,2.3624,3.222400,-2.410,-1.6868,-2.602343
9249,72cbd65b00de246e0a613948a0547769,2023-10,0.204138,0.441943,0.006,3.026,1.141801e-03,0.524072,3.007,2.3510,3.256200,-2.697,-1.7974,-2.754600
9250,72cbd65b00de246e0a613948a0547769,2023-11,0.449330,0.764192,0.006,3.527,1.743056e-03,0.697794,3.053,2.3622,3.242343,-2.854,-2.010800,-2.573514
9251,72cbd65b00de246e0a613948a0547769,2023-12,0.503517,0.783215,0.006,3.518,1.905242e-03,0.707248,2.940,2.3178,3.190486,-2.829,-2.056400,-2.858257
9252,7303f67da053a3800b88c9f8cc9b8d3a,2023-01,0.499815,0.480629,0.007,1.724,3.844086e-04,0.537530,1.445,0.5862,0.959000,-1.377,-0.423600,-0.715543
9253,7303f67da053a3800b88c9f8cc9b8d3a,2023-02,0.458583,0.457548,0.007,1.620,1.264881e-05,0.490789,1.611,0.6486,0.858229,-1.286,-0.447800,-0.720114
9254,7303f67da053a3800b88c9f8cc9b8d3a,2023-03,0.326425,0.431775,0.001,1.571,-3.951613e-04,0.508133,1.569,0.6942,1.042200,-1.562,-0.514200,-0.859057
9255,7303f67da053a3800b88c9f8cc9b8d3a,2023-04,0.249601,0.399697,0.001,1.604,-2.569444e-05,0.459909,1.602,0.6952,1.079057,-1.594,-0.458200,-1.061829
9256,7303f67da053a3800b88c9f8cc9b8d3a,2023-05,0.093462,0.254611,0.001,1.316,-9.744624e-06,0.354007,1.314,0.3498,0.781200,-1.306,-0.343800,-0.773114
9257,7303f67da053a3800b88c9f8cc9b8d3a,2023-06,0.004304,0.041391,0.001,1.055,-6.866614e-20,0.058330,1.053,0.2338,0.516800,-1.046,-0.228800,-0.510457
9258,7303f67da053a3800b88c9f8cc9b8d3a,2023-07,0.003698,0.033257,0.001,1.011,-3.360215e-07,0.046732,1.003,0.2034,0.487600,-1.003,-0.203200,-0.487171
9259,7303f67da053a3800b88c9f8cc9b8d3a,2023-08,0.013813,0.090524,0.001,1.068,4.368280e-06,0.128092,1.059,0.2426,0.539714,-1.059,-0.324667,-0.552086
9260,7303f67da053a3800b88c9f8cc9b8d3a,2023-09,0.016110,0.099286,0.001,1.083,3.472222e-04,0.140013,1.081,0.3330,0.984729,-1.078,-0.229400,-0.567086
9261,7303f67da053a3800b88c9f8cc9b8d3a,2023-10,0.116364,0.281859,0.001,1.469,3.679435e-04,0.385545,1.467,0.7562,1.142229,-1.464,-0.410000,-0.753657
9262,7303f67da053a3800b88c9f8cc9b8d3a,2023-11,0.347474,0.381596,0.005,1.208,2.562500e-04,0.492704,1.194,0.5608,0.788714,-1.203,-0.412600,-0.788200
9263,7303f67da053a3800b88c9f8cc9b8d3a,2023-12,0.497717,0.437979,0.005,1.626,1.831317e-04,0.403306,1.618,0.6022,0.891486,-1.344,-0.474800,-0.760000
9264,7329f492ab8a73d99490996fcf2b8573,2023-01,0.062659,0.190217,0.003,1.431,-4.704301e-06,0.187609,1.375,1.0378,1.386086,-1.233,-0.756000,-1.073914
9265,7329f492ab8a73d99490996fcf2b8573,2023-02,0.030308,0.133171,0.003,1.582,1.041667e-05,0.114413,1.568,1.0676,1.609743,-1.178,-0.798600,-1.014029
9266,7329f492ab8a73d99490996fcf2b8573,2023-03,0.010852,0.067839,0.003,1.298,-1.142473e-05,0.067731,1.294,0.8070,1.126857,-0.871,-0.672200,-0.910057
9267,7329f492ab8a73d99490996fcf2b8573,2023-04,0.024052,0.119643,0.003,0.896,1.301043e-19,0.099427,0.890,0.6956,0.946314,-0.853,-0.661800,-0.883629
9268,7329f492ab8a73d99490996fcf2b8573,2023-05,0.067096,0.200557,0.003,1.498,1.144825e-03,0.181868,1.485,0.9858,1.399800,-0.865,-0.676800,-0.914943
9269,7329f492ab8a73d99490996fcf2b8573,2023-06,0.070109,0.199501,0.006,1.338,-4.770833e-04,0.191994,1.288,0.8228,1.228086,-1.321,-0.926200,-1.393914
9270,7329f492ab8a73d99490996fcf2b8573,2023-07,0.028940,0.092645,0.004,1.114,1.344086e-06,0.087335,1.103,0.7440,1.023143,-0.838,-0.655400,-0.886686
9271,7329f492ab8a73d99490996fcf2b8573,2023-08,0.011177,0.016923,0.004,0.538,-6.720430e-07,0.020629,0.533,0.2328,0.457657,-0.457,-0.196000,-0.393657
9272,7329f492ab8a73d99490996fcf2b8573,2023-09,0.022211,0.060647,0.004,1.066,-1.041667e-06,0.077554,1.058,0.5704,0.920257,-0.824,-0.477800,-0.682571
9273,7329f492ab8a73d99490996fcf2b8573,2023-10,0.014771,0.043388,0.004,0.715,-2.352151e-06,0.052084,0.695,0.3000,0.578914,-0.665,-0.328400,-0.548314
9274,7329f492ab8a73d99490996fcf2b8573,2023-11,0.023582,0.066398,0.001,0.865,-7.291667e-06,0.075593,0.857,0.4646,0.686943,-0.776,-0.491600,-0.790229
9275,7329f492ab8a73d99490996fcf2b8573,2023-12,0.016344,0.054059,0.000,0.767,3.360215e-07,0.051474,0.758,0.4246,0.685314,-0.639,-0.4168,-0.570200
9276,734a9c92ad8900dcd80d0d3cad846c4d,2023-01,0.046781,0.053187,0.003,1.342,4.032258e-06,0.069485,1.301,0.3680,0.745486,-0.755,-0.3656,-0.632600
9277,734a9c92ad8900dcd80d0d3cad846c4d,2023-02,0.046585,0.053536,0.003,1.166,-4.389881e-05,0.068462,1.089,0.3420,0.680143,-1.046,-0.3522,-0.648514
9278,734a9c92ad8900dcd80d0d3cad846c4d,2023-03,0.017345,0.034890,0.003,1.188,-1.209677e-05,0.046188,1.181,0.3212,0.658743,-0.945,-0.2944,-0.549829
9279,734a9c92ad8900dcd80d0d3cad846c4d,2023-04,0.009003,0.021343,0.003,0.733,-1.041667e-06,0.028091,0.718,0.2246,0.450886,-0.723,-0.1944,-0.405171
9280,734a9c92ad8900dcd80d0d3cad846c4d,2023-05,0.007918,0.004274,0.003,0.018,-1.344086e-06,0.007660,0.014,0.0064,0.011600,-0.014,-0.0062,-0.011171
9281,734a9c92ad8900dcd80d0d3cad846c4d,2023-06,0.008650,0.004054,0.000,0.021,3.472222e-07,0.004294,0.018,0.0120,0.019143,-0.017,-0.0066,-0.011600
9282,734a9c92ad8900dcd80d0d3cad846c4d,2023-07,0.009316,0.013076,0.003,0.430,3.360215e-07,0.013479,0.427,0.1194,0.220771,-0.397,-0.1532,-0.286600
9283,734a9c92ad8900dcd80d0d3cad846c4d,2023-08,0.004866,0.020487,0.000,0.942,-1.108871e-05,0.027540,0.938,0.2238,0.478143,-0.910,-0.2220,-0.457943
9284,734a9c92ad8900dcd80d0d3cad846c4d,2023-09,0.003626,0.021763,0.000,0.431,4.861111e-06,0.024341,0.408,0.3052,0.393971,-0.380,-0.1792,-0.221343
9285,734a9c92ad8900dcd80d0d3cad846c4d,2023-10,0.015884,0.055862,0.000,1.063,1.344086e-05,0.073458,1.057,0.4026,0.531371,-1.002,-0.4108,-0.809657
9286,734a9c92ad8900dcd80d0d3cad846c4d,2023-11,0.024651,0.067072,0.003,1.099,-3.472222e-06,0.084589,1.085,0.3098,0.573371,-1.018,-0.2970,-0.553229
9287,734a9c92ad8900dcd80d0d3cad846c4d,2023-12,0.017946,0.028572,0.000,0.649,6.830601e-06,0.031572,0.368,0.1638,0.303800,-0.521,-0.2432,-0.402971
9288,738b64f08717e90d78505291eab2d445,2023-01,0.142161,0.276854,0.000,1.190,1.112231e-03,0.285236,1.080,0.8060,1.122857,-1.180,-0.7320,-1.016286
9289,738b64f08717e90d78505291eab2d445,2023-02,0.162511,0.289314,0.000,1.010,-1.160714e-03,0.299538,0.880,0.6860,1.006000,-0.960,-0.7775,-0.996000
9290,738b64f08717e90d78505291eab2d445,2023-03,0.149983,0.283846,0.000,1.340,-1.115591e-03,0.304427,1.290,0.9400,1.250000,-1.270,-0.8600,-1.288857
9291,738b64f08717e90d78505291eab2d445,2023-04,0.165708,0.290445,0.000,1.050,1.152778e-03,0.293534,0.890,0.7900,1.001714,-0.880,-0.6900,-0.994857
9292,738b64f08717e90d78505291eab2d445,2023-05,0.164036,0.292112,0.000,1.040,6.720430e-06,0.265831,0.990,0.6900,0.981143,-1.030,-0.6920,-1.067714
9293,738b64f08717e90d78505291eab2d445,2023-06,0.108417,0.242617,0.000,0.890,-5.555556e-04,0.249558,0.880,0.6920,0.990857,-0.880,-0.7300,-1.005429
9294,738b64f08717e90d78505291eab2d445,2023-07,0.090410,0.222781,0.000,1.170,1.129032e-03,0.235363,1.030,0.7860,1.127429,-0.890,-0.7000,-1.004857
9295,738b64f08717e90d78505291eab2d445,2023-08,0.109657,0.242755,0.000,1.100,-1.209677e-04,0.250144,0.990,0.7320,0.984857,-0.890,-0.7040,-1.000571
9296,738b64f08717e90d78505291eab2d445,2023-09,0.118427,0.246093,0.000,0.960,1.211806e-03,0.249254,0.880,0.6900,0.945714,-0.880,-0.6920,-0.988857
9297,738b64f08717e90d78505291eab2d445,2023-10,0.139735,0.269315,0.000,0.900,-5.376344e-05,0.248278,0.870,0.7575,0.943714,-0.880,-0.6940,-0.946571
9298,738b64f08717e90d78505291eab2d445,2023-11,0.148358,0.278365,0.000,0.900,-1.388889e-05,0.248605,0.870,0.7550,0.923714,-0.870,-0.6800,-0.931429
9299,738b64f08717e90d78505291eab2d445,2023-12,0.166089,0.288536,0.000,0.910,-3.360215e-06,0.245530,0.870,0.6780,0.924571,-0.890,-0.6960,-0.948286
9300,73bd7cb70bb600a26c63204417268366,2023-01,0.037961,0.051980,0.010,0.843,-6.048387e-06,0.064176,0.800,0.3390,0.521429,-0.776,-0.3368,-0.535371
9301,73bd7cb70bb600a26c63204417268366,2023-02,0.033516,0.050637,0.009,0.754,3.720238e-07,0.063705,0.712,0.2852,0.542743,-0.708,-0.3366,-0.591600
9302,73bd7cb70bb600a26c63204417268366,2023-03,0.031216,0.049032,0.009,0.743,-3.360215e-06,0.063630,0.704,0.2876,0.419343,-0.605,-0.3068,-0.420943
9303,73bd7cb70bb600a26c63204417268366,2023-04,0.032223,0.054644,0.010,1.012,-3.472222e-07,0.071493,0.996,0.2844,0.505457,-0.885,-0.3324,-0.478543
9304,73bd7cb70bb600a26c63204417268366,2023-05,0.029344,0.044822,0.010,0.680,1.008065e-06,0.061026,0.653,0.3004,0.534029,-0.649,-0.3186,-0.537457
9305,73bd7cb70bb600a26c63204417268366,2023-06,0.028246,0.045493,0.010,0.775,1.736111e-06,0.061790,0.730,0.2948,0.439657,-0.720,-0.2980,-0.453714
9306,73bd7cb70bb600a26c63204417268366,2023-07,0.027070,0.040014,0.010,0.588,8.736559e-06,0.053052,0.567,0.1876,0.384886,-0.562,-0.1718,-0.418857
9307,73bd7cb70bb600a26c63204417268366,2023-08,0.027813,0.042941,0.009,0.737,-9.072581e-06,0.058249,0.708,0.2630,0.538143,-0.673,-0.3290,-0.577686
9308,73bd7cb70bb600a26c63204417268366,2023-09,0.028787,0.046427,0.010,0.778,3.472222e-07,0.062408,0.742,0.2338,0.488514,-0.653,-0.3148,-0.365229
9309,73bd7cb70bb600a26c63204417268366,2023-10,0.030818,0.049126,0.010,0.825,-1.680108e-06,0.065870,0.792,0.2824,0.594857,-0.653,-0.2422,-0.493457
9310,73bd7cb70bb600a26c63204417268366,2023-11,0.033794,0.049265,0.010,0.795,5.240311e-20,0.063590,0.763,0.2560,0.470571,-0.744,-0.2546,-0.393086
9311,73bd7cb70bb600a26c63204417268366,2023-12,0.034757,0.048616,0.010,0.810,-1.398971e-20,0.064861,0.749,0.2838,0.492514,-0.784,-0.2912,-0.512543
9312,73be97991fa267d36d5d57ac93b196ce,2023-01,0.080214,0.106474,0.017,0.917,-6.384409e-06,0.117398,0.879,0.5732,0.834429,-0.643,-0.5418,-0.683800
9313,73be97991fa267d36d5d57ac93b196ce,2023-02,0.074299,0.100025,0.017,1.068,1.041667e-05,0.110459,1.030,0.6682,0.957486,-0.684,-0.4962,-0.700800
9314,73be97991fa267d36d5d57ac93b196ce,2023-03,0.076009,0.115776,0.017,1.149,-8.736559e-06,0.125389,0.961,0.7376,0.917029,-0.981,-0.6192,-0.959571
9315,73be97991fa267d36d5d57ac93b196ce,2023-04,0.092031,0.134916,0.018,1.078,1.944444e-05,0.147740,1.057,0.6824,1.036686,-0.855,-0.6286,-0.914314
9316,73be97991fa267d36d5d57ac93b196ce,2023-05,0.096361,0.116719,0.025,1.626,1.310484e-05,0.126919,1.500,0.8994,1.382829,-1.125,-0.7240,-1.130571
9317,73be97991fa267d36d5d57ac93b196ce,2023-06,0.112867,0.117835,0.022,1.051,8.680556e-06,0.114159,0.938,0.7196,1.003914,-0.667,-0.5292,-0.707400
9318,73be97991fa267d36d5d57ac93b196ce,2023-07,0.129041,0.121051,0.025,0.983,-8.064516e-06,0.114963,0.880,0.5642,0.829600,-0.734,-0.5010,-0.709200
9319,73be97991fa267d36d5d57ac93b196ce,2023-08,0.158226,0.133686,0.026,1.138,6.048387e-06,0.116189,0.960,0.5984,0.921257,-0.915,-0.6230,-0.886886
9320,73be97991fa267d36d5d57ac93b196ce,2023-09,0.119608,0.113400,0.028,0.993,-3.472222e-07,0.124798,0.834,0.4400,0.721543,-0.797,-0.5360,-0.801629
9321,73be97991fa267d36d5d57ac93b196ce,2023-10,0.106816,0.121442,0.028,1.206,-1.344086e-05,0.129900,0.985,0.7282,0.969057,-1.082,-0.7154,-1.011200
9322,73be97991fa267d36d5d57ac93b196ce,2023-11,0.123044,0.131687,0.029,1.032,1.840278e-05,0.143127,0.917,0.5782,0.865486,-0.929,-0.6482,-0.920343
9323,73be97991fa267d36d5d57ac93b196ce,2023-12,0.119666,0.121694,0.029,0.995,-7.862903e-05,0.129579,0.917,0.5998,0.847229,-0.752,-0.4584,-0.755257
9324,741f37935acc29edfd2541ac727bf95d,2023-01,0.004821,0.000383,0.004,0.005,-3.360215e-07,0.000584,0.001,0.0002,0.000714,-0.001,-0.0002,-0.000929
9325,741f37935acc29edfd2541ac727bf95d,2023-02,0.004813,0.000390,0.004,0.005,-3.720238e-07,0.000568,0.0010,0.0002,0.000571,-0.0010,-0.0002,-0.000571
9326,741f37935acc29edfd2541ac727bf95d,2023-03,0.102689,0.720398,0.004,11.881,-5.968941e-19,0.773944,11.8610,9.4382,12.771200,-11.8760,-8.3312,-10.908457
9327,741f37935acc29edfd2541ac727bf95d,2023-04,0.285040,1.456338,0.004,11.746,-3.472222e-07,1.526088,11.6060,9.2772,12.576057,-11.7030,-8.7298,-12.864029
9328,741f37935acc29edfd2541ac727bf95d,2023-05,0.113882,0.734233,0.004,11.577,3.759733e-20,0.835920,10.5590,6.6632,9.626314,-11.5720,-6.9452,-11.535057
9329,741f37935acc29edfd2541ac727bf95d,2023-06,0.143409,0.930999,0.004,9.275,-7.649649e-20,0.648300,7.6460,5.9382,8.193057,-7.7630,-6.0458,-8.399657
9330,741f37935acc29edfd2541ac727bf95d,2023-07,0.015786,0.215659,0.004,4.740,3.360215e-07,0.291274,4.7360,3.7732,5.122629,-4.7350,-3.7732,-5.114343
9331,741f37935acc29edfd2541ac727bf95d,2023-08,0.203531,1.199240,0.004,11.688,-2.424591e-18,1.249634,11.6830,8.9200,12.597714,-9.9080,-7.1836,-8.983486
9332,741f37935acc29edfd2541ac727bf95d,2023-09,0.410594,1.726547,0.004,11.285,-3.472222e-07,1.708869,11.1280,8.8884,12.019400,-11.2810,-8.9738,-12.184514
9333,741f37935acc29edfd2541ac727bf95d,2023-10,0.576099,2.148402,0.004,12.081,-1.443271e-18,1.863044,11.8590,9.2956,12.453600,-11.2610,-8.9516,-12.175829
9334,741f37935acc29edfd2541ac727bf95d,2023-11,0.009332,0.123204,0.004,5.449,-3.472222e-07,0.174352,5.4440,1.6734,3.471543,-5.4440,-1.6734,-3.297457
9335,741f37935acc29edfd2541ac727bf95d,2023-12,0.004820,0.000384,0.004,0.005,0.000000e+00,0.000584,0.0010,0.0002,0.000571,-0.0010,-0.0002,-0.000571
9336,74260ff130cbd5757da915842e350896,2023-01,0.062604,0.191111,0.000,0.930,2.788978e-04,0.229391,0.9200,0.6400,0.884571,-0.8900,-0.7800,-0.888286
9337,74260ff130cbd5757da915842e350896,2023-02,0.067418,0.199068,0.000,0.840,-2.232143e-05,0.225021,0.8000,0.6400,0.884571,-0.8200,-0.6925,-0.898857
9338,74260ff130cbd5757da915842e350896,2023-03,0.045682,0.176676,0.000,0.820,3.360215e-06,0.225035,0.8000,0.6380,0.884857,-0.8100,-0.6400,-0.874286
9339,74260ff130cbd5757da915842e350896,2023-04,0.042566,0.169082,0.000,0.810,3.472222e-06,0.220989,0.8100,0.6420,0.889429,-0.8100,-0.6400,-0.913143
9340,74260ff130cbd5757da915842e350896,2023-05,0.049976,0.176980,0.000,0.820,3.360215e-06,0.227025,0.8200,0.6520,0.895143,-0.8200,-0.6520,-0.887714
9341,74260ff130cbd5757da915842e350896,2023-06,0.047177,0.173968,0.000,0.830,3.472222e-06,0.229223,0.8200,0.6540,0.927429,-0.8300,-0.6540,-0.892000
9342,74260ff130cbd5757da915842e350896,2023-07,0.043784,0.167027,0.000,0.820,3.360215e-06,0.223578,0.8200,0.6520,0.931714,-0.8200,-0.6540,-0.909143
9343,74260ff130cbd5757da915842e350896,2023-08,0.069220,0.180122,0.000,1.200,1.344086e-05,0.226278,1.1700,0.7680,1.178286,-1.1600,-0.7000,-1.082000
9344,74260ff130cbd5757da915842e350896,2023-09,0.091503,0.205607,0.000,1.260,3.472222e-06,0.235863,1.2500,0.7740,1.149714,-1.1000,-0.8050,-1.015429
9345,74260ff130cbd5757da915842e350896,2023-10,0.075185,0.164862,0.000,1.330,1.118952e-03,0.178234,1.3000,0.7800,1.150857,-1.2200,-0.7080,-1.063714
9346,74260ff130cbd5757da915842e350896,2023-11,0.071898,0.110122,0.000,0.840,-1.062500e-03,0.102267,0.8100,0.6320,0.852000,-0.8100,-0.6380,-0.863714
9347,74260ff130cbd5757da915842e350896,2023-12,0.073305,0.090826,0.005,0.595,3.864247e-04,0.088892,0.4575,0.3225,0.435714,-0.4475,-0.3065,-0.438286
9348,7439f0746476355420c3ac4771a44645,2023-01,0.028799,0.051150,0.008,0.776,2.016129e-06,0.066745,0.7410,0.2954,0.460257,-0.7370,-0.2958,-0.455114
9349,7439f0746476355420c3ac4771a44645,2023-02,0.030981,0.068135,0.008,1.256,-7.440476e-07,0.087914,0.9890,0.4034,0.784343,-1.1770,-0.4784,-0.873514
9350,7439f0746476355420c3ac4771a44645,2023-03,0.027169,0.046405,0.008,0.547,-0.000005,0.059060,0.512,0.28200,0.445000,-0.531,-0.18740,-0.391057
9351,7439f0746476355420c3ac4771a44645,2023-04,0.037706,0.066269,0.008,0.787,-0.000001,0.086577,0.775,0.23740,0.484200,-0.778,-0.25820,-0.487429
9352,7439f0746476355420c3ac4771a44645,2023-05,0.032226,0.056529,0.008,0.824,0.000037,0.072791,0.813,0.35100,0.692143,-0.792,-0.27820,-0.571371
9353,7439f0746476355420c3ac4771a44645,2023-06,0.027375,0.050217,0.008,0.741,-0.000023,0.064618,0.730,0.29080,0.510514,-0.717,-0.28880,-0.507486
9354,7439f0746476355420c3ac4771a44645,2023-07,0.030592,0.055614,0.007,0.825,0.000009,0.068084,0.773,0.34840,0.652829,-0.735,-0.31960,-0.623143
9355,7439f0746476355420c3ac4771a44645,2023-08,0.039544,0.074886,0.000,1.123,0.000170,0.093538,1.062,0.33660,0.670029,-1.001,-0.33660,-0.566457
9356,7439f0746476355420c3ac4771a44645,2023-09,0.049505,0.087574,0.008,1.119,-0.000153,0.108527,1.042,0.46760,0.897314,-1.028,-0.47800,-0.872514
9357,7439f0746476355420c3ac4771a44645,2023-10,0.038472,0.078983,0.008,1.767,0.000043,0.098171,1.480,0.44620,1.033343,-1.648,-0.50100,-1.180429
9358,7439f0746476355420c3ac4771a44645,2023-11,0.040856,0.081566,0.008,1.192,0.000014,0.100468,1.157,0.48640,0.889486,-1.105,-0.43940,-0.830543
9359,7439f0746476355420c3ac4771a44645,2023-12,0.044828,0.101888,0.008,1.385,0.000009,0.134475,1.347,0.45920,1.089914,-1.289,-0.54800,-1.018600
9360,746b794b9424a48af620bf038187a38f,2023-01,0.066622,0.174270,0.002,1.062,0.001144,0.246318,1.036,0.81725,1.160857,-1.010,-0.75660,-1.166629
9361,746b794b9424a48af620bf038187a38f,2023-02,0.065891,0.174081,0.002,1.060,0.000005,0.248187,1.042,0.79560,1.153086,-1.043,-0.79420,-1.169543
9362,746b794b9424a48af620bf038187a38f,2023-03,0.063118,0.174673,0.002,1.035,-0.000022,0.250287,1.025,0.76560,1.132057,-1.012,-0.76975,-1.141286
9363,746b794b9424a48af620bf038187a38f,2023-04,0.060735,0.173333,0.002,1.026,-0.000001,0.249063,1.014,0.77860,1.146200,-1.005,-0.78560,-1.152457
9364,746b794b9424a48af620bf038187a38f,2023-05,0.055398,0.171132,0.002,1.025,0.000005,0.246416,1.011,0.78800,1.157743,-1.015,-0.79800,-1.158143
9365,746b794b9424a48af620bf038187a38f,2023-06,0.049832,0.162733,0.002,1.055,0.000009,0.233364,1.040,0.76400,1.194429,-1.037,-0.76780,-1.195114
9366,746b794b9424a48af620bf038187a38f,2023-07,0.047501,0.151231,0.002,1.047,0.000007,0.216812,1.014,0.55680,1.064343,-1.029,-0.57950,-1.070543
9367,746b794b9424a48af620bf038187a38f,2023-08,0.047037,0.147995,0.002,1.027,0.000001,0.212295,1.005,0.59580,1.126086,-1.015,-0.60860,-1.130029
9368,746b794b9424a48af620bf038187a38f,2023-09,0.030465,0.054841,0.002,0.787,0.000001,0.071966,0.719,0.19960,0.395429,-0.769,-0.31320,-0.426914
9369,746b794b9424a48af620bf038187a38f,2023-10,0.032105,0.053095,0.002,0.749,0.000100,0.073822,0.736,0.23920,0.489057,-0.695,-0.30720,-0.452600
